codigo_usuario;Celular;genero;idade;cidade;estado
32651;23618800950;F;56;Viradouro;SP
34175;25251110826;M;47;Viradouro;SP
34883;25850984896;F;24;Viradouro;SP
36816;27770154611;F;63;Viradouro;SP
50994;41847065850;F;26;Viradouro;SP
51220;41957140366;M;80;Viradouro;SP
54514;45280443649;M;61;Viradouro;SP
68035;58675350685;M;39;Viradouro;SP
70323;61571425693;M;60;Viradouro;SP
71888;62659353034;F;58;Viradouro;SP
78660;69236421287;F;46;Viradouro;SP
79959;71280727160;F;36;Viradouro;SP
82896;73395162460;M;27;Viradouro;SP
83561;73992625223;F;53;Viradouro;SP
88028;78474091866;M;31;Viradouro;SP
90314;81428834172;M;67;Viradouro;SP
96489;86763969429;F;80;Viradouro;SP
105928;96125433981;F;68;Viradouro;SP
16713;13880046047;F;53;Abatiá;PR
17031;14130935302;M;54;Abatiá;PR
24982;17995575046;F;27;Abatiá;PR
29682;21396387646;M;75;Abatiá;PR
32445;23447830976;M;50;Abatiá;PR
37835;28746082129;M;46;Abatiá;PR
48862;39613040558;F;76;Abatiá;PR
51832;42565141270;M;55;Abatiá;PR
54878;45617540268;F;66;Abatiá;PR
58802;49560074503;M;18;Abatiá;PR
59867;51379988914;F;37;Abatiá;PR
72553;63315388133;F;19;Abatiá;PR
79222;69729338180;M;15;Abatiá;PR
86213;76645812270;F;26;Abatiá;PR
94495;84820485378;F;41;Abatiá;PR
11913;11675802831;M;58;Alvorada do Sul;PR
15847;13475103903;F;46;Alvorada do Sul;PR
17946;14552001539;F;48;Alvorada do Sul;PR
19767;15440055532;M;63;Alvorada do Sul;PR
19822;15459110396;M;44;Alvorada do Sul;PR
20794;15904915162;M;48;Alvorada do Sul;PR
20840;15926594052;M;76;Alvorada do Sul;PR
24932;17977619917;F;26;Alvorada do Sul;PR
25022;18126427175;F;55;Alvorada do Sul;PR
27928;19505093560;F;70;Alvorada do Sul;PR
32438;23441468461;M;32;Alvorada do Sul;PR
33335;24355505768;M;58;Alvorada do Sul;PR
57361;48158253357;M;73;Alvorada do Sul;PR
57399;48180820765;F;69;Alvorada do Sul;PR
59089;49830770949;M;48;Alvorada do Sul;PR
60354;51600172367;M;17;Alvorada do Sul;PR
60641;51711305100;F;54;Alvorada do Sul;PR
61466;52257247035;F;52;Alvorada do Sul;PR
63347;53978100090;M;68;Alvorada do Sul;PR
63654;54369886971;M;72;Alvorada do Sul;PR
63851;54520831907;M;60;Alvorada do Sul;PR
66934;57574069977;M;76;Alvorada do Sul;PR
68445;59161547205;F;58;Alvorada do Sul;PR
74013;64725197304;F;77;Alvorada do Sul;PR
82909;73406119808;M;58;Alvorada do Sul;PR
86497;76899303923;M;67;Alvorada do Sul;PR
89688;81153189644;M;26;Alvorada do Sul;PR
92707;83207165879;F;23;Alvorada do Sul;PR
105334;95540726288;F;47;Alvorada do Sul;PR
13024;12121155679;M;80;Apucarana;PR
34369;25418663221;M;47;Apucarana;PR
36983;27917848114;F;76;Apucarana;PR
37698;28645309003;M;64;Apucarana;PR
38361;29313138760;F;23;Apucarana;PR
39482;31260403780;F;74;Apucarana;PR
39909;31444101803;F;29;Apucarana;PR
40016;31492661132;F;25;Apucarana;PR
40218;31583841382;F;47;Apucarana;PR
50781;41746145660;M;32;Apucarana;PR
66733;57398912392;M;80;Apucarana;PR
68132;58782202839;F;40;Apucarana;PR
73376;64139540684;M;48;Apucarana;PR
76436;67118774350;M;53;Apucarana;PR
76934;67567136943;F;30;Apucarana;PR
80968;71733068834;F;54;Apucarana;PR
92012;82451829782;F;59;Apucarana;PR
104385;94527039800;M;65;Apucarana;PR
15303;13247406550;F;30;Assis Chateaubriand;PR
21327;16245385884;F;15;Assis Chateaubriand;PR
26220;18659921723;F;50;Assis Chateaubriand;PR
29268;21210462431;F;22;Assis Chateaubriand;PR
30903;21949043483;F;78;Assis Chateaubriand;PR
43266;34240556877;M;19;Assis Chateaubriand;PR
44871;35734607088;M;38;Assis Chateaubriand;PR
45164;36111901137;F;68;Assis Chateaubriand;PR
63349;53981248363;F;16;Assis Chateaubriand;PR
65936;56603428209;M;32;Assis Chateaubriand;PR
66641;57310650033;M;68;Assis Chateaubriand;PR
84373;74796229671;M;48;Assis Chateaubriand;PR
105832;95948395181;M;57;Assis Chateaubriand;PR
109229;99328607264;F;24;Assis Chateaubriand;PR
11431;11533312104;M;47;Bela Vista da Caroba;PR
17641;14405242295;M;23;Bela Vista da Caroba;PR
22729;16882020445;M;22;Bela Vista da Caroba;PR
30819;21913189365;F;23;Bela Vista da Caroba;PR
46224;37126657874;M;46;Bela Vista da Caroba;PR
50963;41828869786;M;38;Bela Vista da Caroba;PR
53250;43925400473;M;24;Bela Vista da Caroba;PR
53413;44202223438;F;63;Bela Vista da Caroba;PR
62691;53444276510;F;33;Bela Vista da Caroba;PR
64412;55115558442;F;30;Bela Vista da Caroba;PR
66986;57626808280;M;32;Bela Vista da Caroba;PR
68430;59151729523;F;49;Bela Vista da Caroba;PR
69798;61323052549;M;36;Bela Vista da Caroba;PR
74407;65153249510;M;67;Bela Vista da Caroba;PR
79790;71225131335;F;21;Bela Vista da Caroba;PR
80653;71593076641;M;15;Bela Vista da Caroba;PR
98370;88625721430;M;72;Bela Vista da Caroba;PR
99340;89626221307;M;33;Bela Vista da Caroba;PR
101582;91927062919;M;19;Bela Vista da Caroba;PR
104487;94629313361;F;49;Bela Vista da Caroba;PR
15635;13386737170;M;15;Bom Jesus do Sul;PR
17103;14166442514;F;79;Bom Jesus do Sul;PR
20150;15599655456;M;77;Bom Jesus do Sul;PR
26826;18922947075;F;17;Bom Jesus do Sul;PR
42652;33574708390;M;61;Bom Jesus do Sul;PR
74137;64832628927;M;50;Bom Jesus do Sul;PR
76620;67282650547;F;29;Bom Jesus do Sul;PR
79238;69739018987;F;25;Bom Jesus do Sul;PR
82735;73259450874;M;24;Bom Jesus do Sul;PR
94341;84683259313;M;65;Bom Jesus do Sul;PR
97841;88155971362;M;20;Bom Jesus do Sul;PR
98087;88363672485;F;68;Bom Jesus do Sul;PR
101407;91845749848;M;74;Bom Jesus do Sul;PR
102287;92571969461;F;63;Bom Jesus do Sul;PR
104770;94898051059;M;67;Bom Jesus do Sul;PR
105608;95755469282;M;18;Bom Jesus do Sul;PR
109647;99716662247;F;18;Bom Jesus do Sul;PR
10263;11181395162;F;17;Cafezal do Sul;PR
13986;12544764808;F;42;Cafezal do Sul;PR
14039;12560677009;F;77;Cafezal do Sul;PR
17295;14251127039;M;66;Cafezal do Sul;PR
23058;17123190066;F;19;Cafezal do Sul;PR
37569;28530970978;M;72;Cafezal do Sul;PR
57388;48170886832;M;62;Cafezal do Sul;PR
63160;53845492179;M;52;Cafezal do Sul;PR
64153;54779984698;M;60;Cafezal do Sul;PR
66356;56974041826;F;49;Cafezal do Sul;PR
68432;59152297051;M;45;Cafezal do Sul;PR
84640;75137624839;F;43;Cafezal do Sul;PR
90057;81313107912;F;58;Cafezal do Sul;PR
93055;83491525842;F;75;Cafezal do Sul;PR
95487;85756944949;M;55;Cafezal do Sul;PR
108370;98497311406;M;76;Cafezal do Sul;PR
109055;99188240367;M;21;Cafezal do Sul;PR
14286;12679084948;F;34;Campo Bonito;PR
16805;13920844496;M;65;Campo Bonito;PR
19049;15140190448;M;40;Campo Bonito;PR
22392;16725991014;F;80;Campo Bonito;PR
26881;18948031791;F;58;Campo Bonito;PR
30726;21869679698;M;47;Campo Bonito;PR
42679;33603983757;M;31;Campo Bonito;PR
46632;37479168128;M;37;Campo Bonito;PR
50599;41664292805;F;31;Campo Bonito;PR
58182;48893018552;F;48;Campo Bonito;PR
71480;62258346096;F;60;Campo Bonito;PR
72048;62796193604;F;48;Campo Bonito;PR
92416;82836883493;M;28;Campo Bonito;PR
13362;12279654109;M;56;Capanema;PR
14977;12981400600;M;19;Capanema;PR
18368;14737555432;F;75;Capanema;PR
21303;16230742589;F;62;Capanema;PR
24691;17865880089;F;46;Capanema;PR
26660;18858843048;M;60;Capanema;PR
30052;21555956708;M;18;Capanema;PR
31064;22142686079;M;77;Capanema;PR
31327;22372963275;M;34;Capanema;PR
36797;27746218777;F;15;Capanema;PR
52452;43192276816;F;38;Capanema;PR
57735;48474075408;F;23;Capanema;PR
58108;48833499133;F;15;Capanema;PR
88223;78660656862;M;73;Capanema;PR
100081;91271827637;F;43;Capanema;PR
101150;91723705816;F;78;Capanema;PR
102656;92865376453;M;35;Capanema;PR
107845;97936918921;F;39;Capanema;PR
14218;12651739461;F;21;Cerro Azul;PR
24404;17735918029;F;42;Cerro Azul;PR
25915;18514695666;F;73;Cerro Azul;PR
26175;18641819370;M;75;Cerro Azul;PR
28223;19635146025;F;23;Cerro Azul;PR
39171;31119995885;F;48;Cerro Azul;PR
47636;38433768732;M;57;Cerro Azul;PR
50011;41412468309;M;40;Cerro Azul;PR
60794;51777872212;F;21;Cerro Azul;PR
61354;52150180020;M;73;Cerro Azul;PR
71676;62445963032;M;78;Cerro Azul;PR
71980;62733026386;M;46;Cerro Azul;PR
80770;71647350575;M;79;Cerro Azul;PR
81217;71835572048;M;38;Cerro Azul;PR
89336;79756166418;M;76;Cerro Azul;PR
99967;91225024049;M;33;Cerro Azul;PR
102685;92887103850;F;29;Cerro Azul;PR
103656;93794666267;F;64;Cerro Azul;PR
105306;95517066961;M;44;Cerro Azul;PR
10250;11177720458;M;56;Congonhinhas;PR
30647;21830274105;F;66;Congonhinhas;PR
32661;23631605534;M;25;Congonhinhas;PR
44493;35412538380;F;63;Congonhinhas;PR
51385;42168768874;F;21;Congonhinhas;PR
52212;42872074711;M;73;Congonhinhas;PR
65526;56229992844;M;44;Congonhinhas;PR
73956;64674828683;M;32;Congonhinhas;PR
78897;69429931591;M;78;Congonhinhas;PR
80778;71650524950;F;45;Congonhinhas;PR
81199;71830777335;M;17;Congonhinhas;PR
82684;73209166114;M;52;Congonhinhas;PR
90537;81523651804;F;41;Congonhinhas;PR
92207;82649586844;M;38;Congonhinhas;PR
98679;88917794354;M;65;Congonhinhas;PR
99842;91168572174;M;63;Congonhinhas;PR
103519;93681595660;F;20;Congonhinhas;PR
103748;93867700317;M;61;Congonhinhas;PR
11850;11660427320;M;36;Cruzeiro do Iguaçu;PR
17949;14554707282;F;36;Cruzeiro do Iguaçu;PR
23960;17522451968;M;80;Cruzeiro do Iguaçu;PR
31558;22560014158;F;42;Cruzeiro do Iguaçu;PR
41450;32354626141;M;23;Cruzeiro do Iguaçu;PR
54197;44890952285;F;72;Cruzeiro do Iguaçu;PR
59573;51238499221;M;55;Cruzeiro do Iguaçu;PR
71811;62578111631;M;57;Cruzeiro do Iguaçu;PR
81210;71833173569;F;37;Cruzeiro do Iguaçu;PR
82110;72585843712;M;28;Cruzeiro do Iguaçu;PR
11689;11612541976;M;65;Diamante do Sul;PR
28390;19703911300;F;76;Diamante do Sul;PR
29294;21219789917;F;27;Diamante do Sul;PR
33228;24270003844;M;35;Diamante do Sul;PR
35632;26623053777;M;79;Diamante do Sul;PR
39702;31355017252;M;60;Diamante do Sul;PR
49500;41188832544;F;66;Diamante do Sul;PR
59866;51379729699;F;48;Diamante do Sul;PR
63820;54499056051;F;79;Diamante do Sul;PR
69212;59846468496;M;34;Diamante do Sul;PR
85929;76386575041;M;70;Diamante do Sul;PR
86612;76997091003;F;65;Diamante do Sul;PR
88764;79264967828;M;58;Diamante do Sul;PR
96149;86439332999;M;33;Diamante do Sul;PR
101111;91710473869;M;71;Diamante do Sul;PR
10160;11155976912;F;66;Entre Rios do Oeste;PR
13846;12477469952;F;31;Entre Rios do Oeste;PR
13986;12544764808;M;23;Entre Rios do Oeste;PR
14440;12745895508;F;80;Entre Rios do Oeste;PR
17418;14308505187;M;29;Entre Rios do Oeste;PR
25271;18238508335;M;56;Entre Rios do Oeste;PR
26482;18778453794;F;37;Entre Rios do Oeste;PR
28184;19620777395;F;72;Entre Rios do Oeste;PR
35384;26414266987;F;61;Entre Rios do Oeste;PR
37137;28157890073;M;16;Entre Rios do Oeste;PR
44411;35344115066;F;48;Entre Rios do Oeste;PR
46932;37715223588;F;27;Entre Rios do Oeste;PR
47164;37920399068;F;61;Entre Rios do Oeste;PR
49397;41146868398;F;54;Entre Rios do Oeste;PR
49943;41383782808;M;59;Entre Rios do Oeste;PR
67942;58598437384;M;37;Entre Rios do Oeste;PR
71844;62621276352;F;32;Entre Rios do Oeste;PR
75004;65675133527;M;56;Entre Rios do Oeste;PR
91916;82367636187;M;15;Entre Rios do Oeste;PR
92975;83423645453;F;25;Entre Rios do Oeste;PR
106095;96276868761;M;44;Entre Rios do Oeste;PR
24086;17585356499;M;20;Floraí;PR
26086;18592941939;F;58;Floraí;PR
27509;19333163641;F;56;Floraí;PR
33602;24602014335;F;18;Floraí;PR
34607;25624132102;F;53;Floraí;PR
41459;32365587739;F;69;Floraí;PR
50359;41559405515;M;61;Floraí;PR
69979;61409687545;M;51;Floraí;PR
78254;68784161263;M;61;Floraí;PR
87343;77779624706;F;78;Floraí;PR
89012;79475694030;F;53;Floraí;PR
99104;89420851686;F;74;Floraí;PR
99981;91231820542;F;52;Floraí;PR
100825;91591709422;M;37;Floraí;PR
10708;11306586622;M;52;Francisco Beltrão;PR
19949;15509047945;F;66;Francisco Beltrão;PR
23620;17376689849;M;16;Francisco Beltrão;PR
35703;26678671933;M;59;Francisco Beltrão;PR
36189;27214316896;F;21;Francisco Beltrão;PR
41188;32112349736;M;37;Francisco Beltrão;PR
44358;35298239494;M;20;Francisco Beltrão;PR
46742;37566938921;M;80;Francisco Beltrão;PR
48793;39550147460;F;35;Francisco Beltrão;PR
61103;51899031506;M;45;Francisco Beltrão;PR
77956;68529992240;M;73;Francisco Beltrão;PR
78922;69453410627;M;34;Francisco Beltrão;PR
80431;71489739840;M;18;Francisco Beltrão;PR
84243;74680826494;F;15;Francisco Beltrão;PR
85569;75953191978;F;32;Francisco Beltrão;PR
85580;75960942627;F;34;Francisco Beltrão;PR
107182;97353421779;F;19;Francisco Beltrão;PR
25678;18410109239;F;69;Guairaçá;PR
30992;21986638241;F;38;Guairaçá;PR
31598;22591101712;M;62;Guairaçá;PR
42317;33277230273;M;40;Guairaçá;PR
46633;37479243894;F;67;Guairaçá;PR
58371;49168272976;F;44;Guairaçá;PR
71526;62297729912;F;46;Guairaçá;PR
71814;62580285682;M;70;Guairaçá;PR
75520;66252342852;M;69;Guairaçá;PR
82520;72956969364;M;66;Guairaçá;PR
92400;82821963981;F;25;Guairaçá;PR
100924;91632527513;M;15;Guairaçá;PR
101858;92197961370;M;67;Guairaçá;PR
109188;99292273887;M;49;Guairaçá;PR
11699;11616159467;M;69;Guaratuba;PR
15414;13298687862;M;56;Guaratuba;PR
18748;14901604927;M;23;Guaratuba;PR
19973;15518734885;M;17;Guaratuba;PR
20288;15660601761;M;39;Guaratuba;PR
28619;19801939931;M;42;Guaratuba;PR
37994;28902459638;F;52;Guaratuba;PR
38704;29624762825;M;71;Guaratuba;PR
40487;31700070051;M;44;Guaratuba;PR
47348;38181547917;M;23;Guaratuba;PR
48181;38892868421;F;72;Guaratuba;PR
50146;41469309664;F;47;Guaratuba;PR
51023;41858561254;F;65;Guaratuba;PR
64717;55384629908;M;58;Guaratuba;PR
67556;58281532887;F;15;Guaratuba;PR
70377;61592298041;F;41;Guaratuba;PR
71898;62664327355;F;79;Guaratuba;PR
76025;66664321390;F;35;Guaratuba;PR
89872;81234900437;M;21;Guaratuba;PR
90692;81586159818;F;31;Guaratuba;PR
91414;81901904899;F;45;Guaratuba;PR
92875;83334746536;M;28;Guaratuba;PR
98366;88623702583;F;48;Guaratuba;PR
101114;91711287097;M;56;Guaratuba;PR
13365;12281810229;F;46;Imbaú;PR
20009;15537944344;M;21;Imbaú;PR
24218;17654047313;F;46;Imbaú;PR
26308;18701607292;F;21;Imbaú;PR
28804;19894143493;M;21;Imbaú;PR
30162;21607837561;M;34;Imbaú;PR
37543;28505108347;M;80;Imbaú;PR
65593;56285819777;F;41;Imbaú;PR
68144;58788321501;M;57;Imbaú;PR
71151;61922367158;M;38;Imbaú;PR
87448;77867426800;M;73;Imbaú;PR
87670;78174028741;F;72;Imbaú;PR
89527;79950995048;F;72;Imbaú;PR
98024;88311397309;M;66;Imbaú;PR
98364;88623253457;F;40;Imbaú;PR
101622;91940164707;M;23;Imbaú;PR
106635;96743682914;F;60;Imbaú;PR
11253;11476195727;M;33;Irati;PR
23150;17164433176;F;62;Irati;PR
35928;26871493978;F;34;Irati;PR
36074;27111391219;M;16;Irati;PR
41901;32785971155;F;70;Irati;PR
48857;39606333466;F;31;Irati;PR
49046;39786385613;M;73;Irati;PR
57176;47876300804;F;70;Irati;PR
87427;77843431247;M;48;Irati;PR
91785;82260442722;M;52;Irati;PR
93434;83811977022;F;67;Irati;PR
14535;12785938703;F;28;Itaúna do Sul;PR
17665;14418450925;M;54;Itaúna do Sul;PR
27559;19358622005;M;54;Itaúna do Sul;PR
35566;26570402455;F;36;Itaúna do Sul;PR
73881;64606032561;M;38;Itaúna do Sul;PR
75451;66194053136;M;20;Itaúna do Sul;PR
79040;69558592041;M;77;Itaúna do Sul;PR
83878;74380136928;M;76;Itaúna do Sul;PR
84774;75274647358;F;64;Itaúna do Sul;PR
87146;77614159627;F;58;Itaúna do Sul;PR
89468;79886467598;F;46;Itaúna do Sul;PR
90222;81386829013;M;59;Itaúna do Sul;PR
96259;86522540821;F;53;Itaúna do Sul;PR
21376;16272392762;M;58;Jaguariaíva;PR
24515;17784427000;M;30;Jaguariaíva;PR
31675;22662924835;F;63;Jaguariaíva;PR
38914;29789779737;M;78;Jaguariaíva;PR
49751;41292002712;M;60;Jaguariaíva;PR
54212;44908272631;F;64;Jaguariaíva;PR
61847;52608314975;F;75;Jaguariaíva;PR
68248;58876856396;F;17;Jaguariaíva;PR
80886;71698165954;F;50;Jaguariaíva;PR
86422;76830600477;F;74;Jaguariaíva;PR
91572;81972672553;F;70;Jaguariaíva;PR
92059;82506541481;F;24;Jaguariaíva;PR
96606;86871097345;M;73;Jaguariaíva;PR
105872;95974257931;F;61;Jaguariaíva;PR
12253;11783341141;M;76;Jesuítas;PR
17684;14425794902;F;26;Jesuítas;PR
27918;19501839604;M;64;Jesuítas;PR
34704;25709538358;F;53;Jesuítas;PR
40283;31616478568;F;77;Jesuítas;PR
59586;51243811268;M;17;Jesuítas;PR
60720;51744026056;M;80;Jesuítas;PR
60796;51778460851;M;24;Jesuítas;PR
60860;51801973124;M;67;Jesuítas;PR
64952;55586422259;F;41;Jesuítas;PR
67400;58114454732;M;56;Jesuítas;PR
69662;61266512276;M;76;Jesuítas;PR
81484;71952904955;M;78;Jesuítas;PR
83163;73632503991;F;64;Jesuítas;PR
86434;76843861132;M;39;Jesuítas;PR
89590;81111417488;F;54;Jesuítas;PR
93254;83660602594;F;28;Jesuítas;PR
96662;86918535505;M;31;Jesuítas;PR
100390;91406694713;F;79;Jesuítas;PR
11802;11645235597;F;20;Laranjeiras do Sul;PR
19803;15452397607;M;80;Laranjeiras do Sul;PR
20632;15822927288;M;70;Laranjeiras do Sul;PR
27930;19505449239;F;34;Laranjeiras do Sul;PR
28673;19829818935;M;55;Laranjeiras do Sul;PR
31138;22204907782;F;25;Laranjeiras do Sul;PR
32975;23922802098;M;77;Laranjeiras do Sul;PR
33410;24427629853;F;78;Laranjeiras do Sul;PR
38987;29853269271;M;70;Laranjeiras do Sul;PR
40511;31712113691;M;35;Laranjeiras do Sul;PR
40533;31720709411;M;65;Laranjeiras do Sul;PR
46213;37120137150;M;51;Laranjeiras do Sul;PR
47062;37817401002;M;42;Laranjeiras do Sul;PR
49429;41160527255;F;40;Laranjeiras do Sul;PR
61398;52193523227;F;17;Laranjeiras do Sul;PR
69165;59807689321;M;21;Laranjeiras do Sul;PR
90618;81554586212;M;47;Laranjeiras do Sul;PR
91497;81939043462;M;68;Laranjeiras do Sul;PR
92571;82989097873;F;18;Laranjeiras do Sul;PR
101166;91730230353;M;68;Laranjeiras do Sul;PR
101459;91866874369;M;60;Laranjeiras do Sul;PR
102320;92597970062;M;52;Laranjeiras do Sul;PR
104928;95159566547;F;25;Laranjeiras do Sul;PR
106522;96630440367;M;60;Laranjeiras do Sul;PR
11914;11676282064;F;60;Lunardelli;PR
18004;14583709472;M;15;Lunardelli;PR
19659;15392947092;F;20;Lunardelli;PR
22385;16723556148;M;64;Lunardelli;PR
27292;19240465239;F;54;Lunardelli;PR
32036;22980968973;M;70;Lunardelli;PR
35125;26176138793;F;67;Lunardelli;PR
40487;31700070051;F;19;Lunardelli;PR
41984;32859945879;F;22;Lunardelli;PR
42150;33133750565;F;42;Lunardelli;PR
53400;44188702258;F;64;Lunardelli;PR
57413;48193579217;M;71;Lunardelli;PR
64095;54735497728;F;57;Lunardelli;PR
66774;57436277422;M;62;Lunardelli;PR
79322;69819163517;M;28;Lunardelli;PR
84580;74973050351;M;44;Lunardelli;PR
95353;85648128924;M;51;Lunardelli;PR
99694;89983052743;F;57;Lunardelli;PR
101403;91842876719;M;80;Lunardelli;PR
104724;94851263648;M;60;Lunardelli;PR
10532;11257831646;F;54;Mangueirinha;PR
11080;11417705065;F;64;Mangueirinha;PR
15280;13236488049;M;74;Mangueirinha;PR
16490;13770329443;F;36;Mangueirinha;PR
37173;28190849964;M;80;Mangueirinha;PR
39561;31298890166;F;48;Mangueirinha;PR
45038;35889121657;F;45;Mangueirinha;PR
45050;35903467898;F;79;Mangueirinha;PR
46538;37413290702;F;71;Mangueirinha;PR
46693;37526422544;F;68;Mangueirinha;PR
52599;43331578172;F;54;Mangueirinha;PR
55840;46572680688;M;50;Mangueirinha;PR
69103;59748346240;M;51;Mangueirinha;PR
86134;76576247628;F;72;Mangueirinha;PR
90179;81366348024;F;67;Mangueirinha;PR
90966;81710065213;F;70;Mangueirinha;PR
96185;86468696800;M;77;Mangueirinha;PR
21869;16484519869;M;79;Maringá;PR
30583;21801346017;M;80;Maringá;PR
36695;27659883764;M;78;Maringá;PR
37415;28407365876;F;50;Maringá;PR
39322;31185761950;F;57;Maringá;PR
41546;32452943707;F;25;Maringá;PR
41842;32740448798;F;60;Maringá;PR
47637;38434247945;M;26;Maringá;PR
57787;48525489134;F;17;Maringá;PR
58011;48741714857;M;70;Maringá;PR
73743;64473042733;M;20;Maringá;PR
106693;96799787633;M;73;Maringá;PR
10101;11139603822;M;61;Mato Rico;PR
12704;11912305280;M;45;Mato Rico;PR
29223;21191294738;F;69;Mato Rico;PR
33722;24709798882;F;30;Mato Rico;PR
41674;32577030771;M;33;Mato Rico;PR
47591;38406857846;F;56;Mato Rico;PR
49430;41160905085;M;35;Mato Rico;PR
50912;41807534891;F;68;Mato Rico;PR
61759;52531020280;F;69;Mato Rico;PR
65649;56344340835;F;53;Mato Rico;PR
66203;56831605783;F;66;Mato Rico;PR
68300;58927344784;M;71;Mato Rico;PR
70505;61643029231;M;39;Mato Rico;PR
70659;61706150019;F;55;Mato Rico;PR
76005;66650046710;F;19;Mato Rico;PR
79340;69844528066;M;59;Mato Rico;PR
83510;73948044291;M;38;Mato Rico;PR
85743;76197468330;F;50;Mato Rico;PR
88471;78885113920;M;69;Mato Rico;PR
92806;83278918560;F;18;Mato Rico;PR
93409;83792995391;M;18;Mato Rico;PR
100614;91501308318;M;39;Mato Rico;PR
14931;12962554082;F;46;Morretes;PR
19797;15450125136;M;67;Morretes;PR
20753;15883894459;F;28;Morretes;PR
23304;17225211237;M;32;Morretes;PR
24767;17899658770;M;68;Morretes;PR
35987;26923987717;F;69;Morretes;PR
38728;29644564927;M;72;Morretes;PR
40542;31723492757;F;80;Morretes;PR
58495;49281237268;F;77;Morretes;PR
65610;56303994036;M;27;Morretes;PR
65872;56547227647;F;40;Morretes;PR
71517;62288667595;M;18;Morretes;PR
73129;63806630473;F;15;Morretes;PR
78056;68616462341;F;43;Morretes;PR
83350;73801733406;F;16;Morretes;PR
84538;74933347058;F;68;Morretes;PR
106383;96524138673;M;48;Morretes;PR
14086;12586679855;M;64;Nova Esperança do Sudoeste;PR
16736;13890321153;F;77;Nova Esperança do Sudoeste;PR
26580;18822833639;F;60;Nova Esperança do Sudoeste;PR
47134;37882181710;F;55;Nova Esperança do Sudoeste;PR
51105;41903815733;M;78;Nova Esperança do Sudoeste;PR
56357;47118880023;M;42;Nova Esperança do Sudoeste;PR
56827;47545366865;M;18;Nova Esperança do Sudoeste;PR
61693;52468950006;F;53;Nova Esperança do Sudoeste;PR
65114;55746692619;M;47;Nova Esperança do Sudoeste;PR
69438;61153201023;F;20;Nova Esperança do Sudoeste;PR
88305;78750951860;M;47;Nova Esperança do Sudoeste;PR
88964;79431341361;F;27;Nova Esperança do Sudoeste;PR
89485;79904914110;M;71;Nova Esperança do Sudoeste;PR
92593;83116621173;M;40;Nova Esperança do Sudoeste;PR
93080;83511620242;M;26;Nova Esperança do Sudoeste;PR
94116;84497517890;M;71;Nova Esperança do Sudoeste;PR
105656;95790091454;F;45;Nova Esperança do Sudoeste;PR
109776;99826941835;M;45;Nova Esperança do Sudoeste;PR
10421;11226724762;M;63;Nova Tebas;PR
10943;11371774068;F;26;Nova Tebas;PR
23694;17413464564;M;45;Nova Tebas;PR
27949;19511936546;F;75;Nova Tebas;PR
29372;21250650185;M;58;Nova Tebas;PR
29906;21495628349;M;46;Nova Tebas;PR
33214;24255911016;F;45;Nova Tebas;PR
42059;32927555841;M;42;Nova Tebas;PR
44807;35673305686;F;30;Nova Tebas;PR
52026;42720834417;M;21;Nova Tebas;PR
58100;48826080669;F;62;Nova Tebas;PR
62282;52969748797;F;33;Nova Tebas;PR
63362;53993401598;M;79;Nova Tebas;PR
68562;59266308964;F;74;Nova Tebas;PR
83039;73518787039;M;79;Nova Tebas;PR
92467;82891844028;M;66;Nova Tebas;PR
93329;83723964057;M;77;Nova Tebas;PR
95937;86276629462;F;36;Nova Tebas;PR
100798;91580666863;M;39;Nova Tebas;PR
101164;91729961544;M;37;Nova Tebas;PR
108336;98458461467;F;59;Nova Tebas;PR
12626;11889291810;F;30;Palmital;PR
13524;12345946334;M;50;Palmital;PR
18722;14889385749;F;77;Palmital;PR
21355;16261593400;F;71;Palmital;PR
25624;18384654538;M;77;Palmital;PR
33649;24646664442;M;44;Palmital;PR
52201;42867691044;F;18;Palmital;PR
60123;51500110780;M;16;Palmital;PR
71399;62187157789;F;64;Palmital;PR
76890;67524503291;M;77;Palmital;PR
79856;71247875254;F;19;Palmital;PR
80419;71485790716;M;41;Palmital;PR
80700;71611541142;F;62;Palmital;PR
81106;71787889263;F;71;Palmital;PR
87194;77648570067;F;53;Palmital;PR
94521;84839702502;M;51;Palmital;PR
94705;85113335938;F;65;Palmital;PR
100419;91419436733;F;46;Palmital;PR
103725;93852735831;F;79;Palmital;PR
104830;94952855822;F;68;Palmital;PR
107365;97521912452;M;53;Palmital;PR
109382;99466806322;M;36;Palmital;PR
25069;18148182994;F;21;Pato Branco;PR
33620;24616847382;F;60;Pato Branco;PR
41416;32317325575;F;23;Pato Branco;PR
42211;33180512504;F;75;Pato Branco;PR
47109;37865943861;F;73;Pato Branco;PR
48386;39174352858;F;47;Pato Branco;PR
49744;41288079944;M;43;Pato Branco;PR
56811;47524792412;M;33;Pato Branco;PR
59921;51407102228;M;57;Pato Branco;PR
61234;51961800285;M;38;Pato Branco;PR
66873;57519952901;M;42;Pato Branco;PR
68424;59146714950;M;33;Pato Branco;PR
79777;71219644903;F;68;Pato Branco;PR
79833;71240099463;F;59;Pato Branco;PR
90825;81647975879;F;26;Pato Branco;PR
97586;87840466421;F;69;Pato Branco;PR
101325;91805438257;M;70;Pato Branco;PR
106304;96442249413;M;39;Pato Branco;PR
107374;97526710506;M;21;Pato Branco;PR
107689;97803512844;M;17;Pato Branco;PR
20497;15761991844;F;23;Pinhais;PR
